11.7	-8.114	3.19068e-22	1.305	0.752
11.8	-7.75	3.34545e-22	0.87	0.75425
11.9	-7.374	2.48766e-22	0.925	0.754
12	-6.98	2.62426e-22	0.399	0.759
12.1	-8.478	3.30461e-22	1.625	0.73425
12.2	-7.132	3.49377e-22	0.514	0.76125
12.3	-7.404	3.57833e-22	1.333	0.76375
12.4	-8.62	3.0976e-22	0.285	0.751
12.5	-7.966	2.99084e-22	0.985	0.75775
12.6	-7.346	2.99128e-22	0.517	0.75325
12.7	-8.626	2.3654e-22	1.052	0.763
12.8	-7.294	3.14738e-22	1.169	0.7675
12.9	-6.894	2.46133e-22	1.733	0.764
13	-8.164	2.46733e-22	0.96	0.76775
13.1	-7.13	2.96127e-22	2.238	0.7755
13.2	-6.946	2.93711e-22	2.132	0.78475
13.3	-7.368	3.03011e-22	1.766	0.7895
13.4	-5.964	2.68384e-22	0.556	0.782
13.5	-6.506	2.90708e-22	0.789	0.7825
13.6	-6.234	3.13654e-22	2.703	0.79
13.7	-6.506	2.71372e-22	0.455	0.78025
13.8	-6.918	2.69747e-22	0.053	0.80275
13.9	-6.5	2.77963e-22	2.401	0.782
14	-5.922	2.92911e-22	1.721	0.7885
14.1	-6.362	2.77888e-22	0.427	0.7815
14.2	-6.454	2.82695e-22	1.041	0.792
14.3	-7.01	2.31797e-22	0.077	0.78925
14.4	-6.802	3.12273e-22	2.64	0.7845
14.5	-7.522	2.35861e-22	0.635	0.78275
14.6	-6.824	2.87947e-22	3.808	0.79875
14.7	-6.816	1.93456e-22	0.213	0.80325
14.8	-6.286	2.41786e-22	1.23	0.8065
14.9	-6.068	2.50281e-22	1.188	0.8035
15	-5.978	2.56071e-22	1.022	0.813
15.1	-6.288	2.22881e-22	0.694	0.79225
15.2	-7.144	2.58092e-22	0.321	0.79525
15.3	-6.762	2.50495e-22	1.084	0.79875
15.4	-6.366	2.19294e-22	0.02	0.82025
15.5	-6.646	2.90511e-22	0.323	0.80425
15.6	-6.058	2.4441e-22	1.081	0.81
15.7	-6.32	2.72339e-22	2.278	0.8055
15.8	-6.764	2.29077e-22	1.325	0.80675
15.9	-6.642	2.53485e-22	0.431	0.8195
16	-6.936	2.25065e-22	0.427	0.80925
16.1	-6.878	2.29414e-22	0.88	0.80175
16.2	-5.99	2.24217e-22	0.707	0.82075
16.3	-6.192	2.11462e-22	0.102	0.81825
16.4	-5.3	2.4347e-22	2.243	0.81925
16.5	-5.838	2.21993e-22	0.582	0.8115
16.6	-6.206	2.52033e-22	0.575	0.81625
